"","submitted_name","matched_name2","user_supplied_name","data_source_title","score","genus_name","family_data_out"
"189","Acacia auriculiformis","Acacia auriculiformis","Acacia auriculiformis","The International Plant Names Index","0.988","Acacia","Fabaceae"
"190","Acacia auriculiformis","Acacia auriculiformis","Acacia auriculiformis","The International Plant Names Index","0.988","Acacia","Fabaceae"
"191","Acacia auriculiformis","Acacia auriculiformis","Acacia auriculiformis","The International Plant Names Index","0.988","Acacia","Fabaceae"
"192","Acacia auriculiformis","Acacia auriculiformis","Acacia auriculiformis","The International Plant Names Index","0.988","Acacia","Fabaceae"
"193","Acacia caven","Acacia caven","Acacia caven","Tropicos - Missouri Botanical Garden","0.988","Acacia","Fabaceae"
"194","Acacia caven","Acacia caven","Acacia caven","Tropicos - Missouri Botanical Garden","0.988","Acacia","Fabaceae"
"195","Acacia caven","Acacia caven","Acacia caven","Tropicos - Missouri Botanical Garden","0.988","Acacia","Fabaceae"
"196","Acacia caven","Acacia caven","Acacia caven","Tropicos - Missouri Botanical Garden","0.988","Acacia","Fabaceae"
"197","Acacia collinsii","Acacia collinsii","Acacia collinsii","Tropicos - Missouri Botanical Garden","0.988","Acacia","Fabaceae"
"198","Acacia mangium","Acacia mangium","Acacia mangium","The International Plant Names Index","0.988","Acacia","Fabaceae"
"199","Acer campestre","Acer campestre","Acer campestre","Tropicos - Missouri Botanical Garden","0.988","Acer","Sapindaceae"
"200","Acer campestris","Acer campestre","Acer campestris","Tropicos - Missouri Botanical Garden","0.75","Acer","Sapindaceae"
"201","Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Tropicos - Missouri Botanical Garden","0.988","Acer","Sapindaceae"
"202","Aglaia luzoniensis","Aglaia luzoniensis","Aglaia luzoniensis","Tropicos - Missouri Botanical Garden","0.988","Aglaia","Meliaceae"
"203","Aglaia rimosa","Aglaia rimosa","Aglaia rimosa","Tropicos - Missouri Botanical Garden","0.988","Aglaia","Meliaceae"
"204","Alangium javanicum","Alangium javanicum","Alangium javanicum","Tropicos - Missouri Botanical Garden","0.988","Alangium","Cornaceae"
"205","Albizia gummifera","Albizia gummifera","Albizia gummifera","Tropicos - Missouri Botanical Garden","0.988","Albizia","Fabaceae"
"206","Alstonia scholaris (l.)","Alstonia scholaris","Alstonia scholaris (L.)","Tropicos - Missouri Botanical Garden","0.988","Alstonia","Apocynaceae"
"207","Alstonia scholaris (L.)","Alstonia scholaris",NA,NA,NA,"Alstonia","Apocynaceae"
"208","Anonacea","Annonaceae",NA,NA,NA,"Annonaceae","Annonaceae"
"209","Artocapus heteropyllus","Artocarpus heterophyllus","Artocapus heteropyllus","Tropicos - Missouri Botanical Garden","0.75","Artocarpus","Moraceae"
"210","Artocarpus anisophyllus miq","Artocarpus anisophyllus","Artocarpus anisophyllus Miq","Tropicos - Missouri Botanical Garden","0.988","Artocarpus","Moraceae"
"211","Artocarpus anisophyllus Miq","Artocarpus anisophyllus",NA,NA,NA,"Artocarpus","Moraceae"
"212","Artocarpus anisophyllus miq.","Artocarpus anisophyllus","Artocarpus anisophyllus Miq.","Tropicos - Missouri Botanical Garden","0.999","Artocarpus","Moraceae"
"213","Artocarpus anisophyllus Miq.","Artocarpus anisophyllus",NA,NA,NA,"Artocarpus","Moraceae"
"214","Artocarpus blancoi","Artocarpus blancoi","Artocarpus blancoi","Tropicos - Missouri Botanical Garden","0.988","Artocarpus","Moraceae"
"215","Artocarpus blancoi  (elmer) merr.","Artocarpus blancoi","Artocarpus blancoi  (Elmer) Merr.","Tropicos - Missouri Botanical Garden","0.988","Artocarpus","Moraceae"
"216","Artocarpus blancoi  (Elmer) Merr.","Artocarpus blancoi",NA,NA,NA,"Artocarpus","Moraceae"
"217","Artocarpus heterophyllous","Artocarpus heterophyllus","Artocarpus heterophyllous","Tropicos - Missouri Botanical Garden","0.75","Artocarpus","Moraceae"
"218","Artocarpus ovatus","Artocarpus ovatus","Artocarpus ovatus","Tropicos - Missouri Botanical Garden","0.988","Artocarpus","Moraceae"
"219","Atriplex canescens","Atriplex canescens","Atriplex canescens","Tropicos - Missouri Botanical Garden","0.988","Atriplex","Amaranthaceae"
"220","Atuna racemosa","Atuna racemosa","Atuna racemosa","The International Plant Names Index","0.988","Atuna","Chrysobalanaceae"
"221","Avicenna marina","Avicennia marina","Avicenna Marina","Tropicos - Missouri Botanical Garden","0.75","Avicennia","Acanthaceae"
"222","Avicenna Marina","Avicennia marina",NA,NA,NA,"Avicennia","Acanthaceae"
"223","Avicenna marina (<1 dbh)","Avicennia marina","Avicenna Marina (<1 DBH)","Tropicos - Missouri Botanical Garden","0.75","Avicennia","Acanthaceae"
"224","Avicenna Marina (<1 DBH)","Avicennia marina",NA,NA,NA,"Avicennia","Acanthaceae"
"225","Avicenna marina (>9.9cm dbh)","Avicennia marina","Avicenna Marina (>9.9cm DBH)","Tropicos - Missouri Botanical Garden","0.75","Avicennia","Acanthaceae"
"226","Avicenna Marina (>9.9cm DBH)","Avicennia marina",NA,NA,NA,"Avicennia","Acanthaceae"
"227","Avicenna marina (1-9.9cm dbh)","Avicennia marina","Avicenna Marina (1-9.9cm DBH)","Tropicos - Missouri Botanical Garden","0.75","Avicennia","Acanthaceae"
"228","Avicenna Marina (1-9.9cm DBH)","Avicennia marina",NA,NA,NA,"Avicennia","Acanthaceae"
"229","Avicennia marina","Avicennia marina","Avicennia marina","The International Plant Names Index","0.988","Avicennia","Acanthaceae"
"230","Avicennia marina (<130cm)","Avicennia marina","Avicennia marina (<130cm)","Tropicos - Missouri Botanical Garden","0.988","Avicennia","Acanthaceae"
"231","Avicennia marina (130-250cm)","Avicennia marina","Avicennia marina (130-250cm)","Tropicos - Missouri Botanical Garden","0.988","Avicennia","Acanthaceae"
"232","Azadirachta excelsa","Azadirachta excelsa","Azadirachta excelsa","Tropicos - Missouri Botanical Garden","0.988","Azadirachta","Meliaceae"
"233","Azadirachta indica","Azadirachta indica","Azadirachta indica","Tropicos - Missouri Botanical Garden","0.988","Azadirachta","Meliaceae"
"234","Azadirachta indica","Azadirachta indica","Azadirachta indica","Tropicos - Missouri Botanical Garden","0.988","Azadirachta","Meliaceae"
"235","Azadirachta indica","Azadirachta indica","Azadirachta indica","Tropicos - Missouri Botanical Garden","0.988","Azadirachta","Meliaceae"
"236","Azadirachta indica","Azadirachta indica","Azadirachta indica","Tropicos - Missouri Botanical Garden","0.988","Azadirachta","Meliaceae"
"237","Bauhinia variegata l.","Bauhinia variegata","Bauhinia variegata L.","Tropicos - Missouri Botanical Garden","0.999","Bauhinia","Fabaceae"
"238","Bauhinia variegata L.","Bauhinia variegata",NA,NA,NA,"Bauhinia","Fabaceae"
"239","Betula pendula","Betula pendula","Betula pendula","The International Plant Names Index","0.988","Betula","Betulaceae"
"240","Betula sp","Betula","Betula sp","Tropicos - Missouri Botanical Garden","0.75","Betula","Betulaceae"
"241","Brosimum alicastrum","Brosimum alicastrum","Brosimum alicastrum","Tropicos - Missouri Botanical Garden","0.988","Brosimum","Moraceae"
"242","Brysonima  crassifolia","Byrsonima crassifolia","Brysonima  crassifolia","Tropicos - Missouri Botanical Garden","0.75","Byrsonima","Malpighiaceae"
"243","Brysonima crassifolia","Byrsonima crassifolia","Brysonima crassifolia","Tropicos - Missouri Botanical Garden","0.75","Byrsonima","Malpighiaceae"
"244","Buchanania arborescens","Buchanania arborescens","Buchanania arborescens","Tropicos - Missouri Botanical Garden","0.988","Buchanania","Anacardiaceae"
"245","Buchanania arborescens (blume)","Buchanania arborescens","Buchanania arborescens (Blume)","Tropicos - Missouri Botanical Garden","0.988","Buchanania","Anacardiaceae"
"246","Buchanania arborescens (Blume)","Buchanania arborescens",NA,NA,NA,"Buchanania","Anacardiaceae"
"247","Bursera copallifera","Bursera copallifera","Bursera copallifera","Tropicos - Missouri Botanical Garden","0.988","Bursera","Burseraceae"
"248","Bursera simaruba","Bursera simaruba","Bursera simaruba","The International Plant Names Index","0.988","Bursera","Burseraceae"
"249","Bursera simaruba","Bursera simaruba","Bursera simaruba","The International Plant Names Index","0.988","Bursera","Burseraceae"
"250","Bursera simaruba","Bursera simaruba","Bursera simaruba","The International Plant Names Index","0.988","Bursera","Burseraceae"
"251","Bursera simaruba","Bursera simaruba","Bursera simaruba","The International Plant Names Index","0.988","Bursera","Burseraceae"
"252","Butea monosperma","Butea monosperma","Butea monosperma","Tropicos - Missouri Botanical Garden","0.988","Butea","Fabaceae"
"253","Butea monosperma","Butea monosperma","Butea monosperma","Tropicos - Missouri Botanical Garden","0.988","Butea","Fabaceae"
"254","Butea monosperma","Butea monosperma","Butea monosperma","Tropicos - Missouri Botanical Garden","0.988","Butea","Fabaceae"
"255","Butea monosperma","Butea monosperma","Butea monosperma","Tropicos - Missouri Botanical Garden","0.988","Butea","Fabaceae"
"256","Caffea arabica","Coffea arabica","Caffea arabica","Tropicos - Missouri Botanical Garden","0.75","Coffea","Rubiaceae"
"257","Caffea arabica","Coffea arabica","Caffea arabica","Tropicos - Missouri Botanical Garden","0.75","Coffea","Rubiaceae"
"258","Caffea arabica","Coffea arabica","Caffea arabica","Tropicos - Missouri Botanical Garden","0.75","Coffea","Rubiaceae"
"259","Caffea arabica","Coffea arabica","Caffea arabica","Tropicos - Missouri Botanical Garden","0.75","Coffea","Rubiaceae"
"260","Calophyllum blancoi pl. & tr.","Calophyllum blancoi","Calophyllum blancoi Pl. & Tr.","Tropicos - Missouri Botanical Garden","0.988","Calophyllum","Calophyllaceae"
"261","Calophyllum blancoi Pl. & Tr.","Calophyllum blancoi",NA,NA,NA,"Calophyllum","Calophyllaceae"
"262","Carpinus","Carpinus","Carpinus","The International Plant Names Index","0.75","Carpinus","Betulaceae"
"263","Carpinus betulus","Carpinus betulus","Carpinus betulus","The International Plant Names Index","0.988","Carpinus","Betulaceae"
"264","Cecropia peltata","Cecropia peltata","Cecropia peltata","Tropicos - Missouri Botanical Garden","0.988","Cecropia","Urticaceae"
"265","Cedrela odorata","Cedrela odorata","Cedrela odorata","Tropicos - Missouri Botanical Garden","0.988","Cedrela","Meliaceae"
"266","Cedrela odorata l.","Cedrela odorata","Cedrela odorata L.","Tropicos - Missouri Botanical Garden","0.999","Cedrela","Meliaceae"
"267","Cedrela odorata L.","Cedrela odorata",NA,NA,NA,"Cedrela","Meliaceae"
"268","Cedrela odorate","Cedrela odorata","Cedrela odorate","Tropicos - Missouri Botanical Garden","0.75","Cedrela","Meliaceae"
"269","Ceiba pentandra","Ceiba pentandra","Ceiba pentandra","The International Plant Names Index","0.988","Ceiba","Malvaceae"
"270","Ceiba pentandra","Ceiba pentandra","Ceiba pentandra","The International Plant Names Index","0.988","Ceiba","Malvaceae"
"271","Ceiba pentandra","Ceiba pentandra","Ceiba pentandra","The International Plant Names Index","0.988","Ceiba","Malvaceae"
"272","Ceiba pentandra","Ceiba pentandra","Ceiba pentandra","The International Plant Names Index","0.988","Ceiba","Malvaceae"
"273","Chrysophyllum cainito","Chrysophyllum cainito","Chrysophyllum cainito","The International Plant Names Index","0.988","Chrysophyllum","Sapotaceae"
"274","Chysophyllum cainito","Chrysophyllum cainito","Chysophyllum cainito","Tropicos - Missouri Botanical Garden","0.75","Chrysophyllum","Sapotaceae"
"275","Citrus x aurantiifolia","Citrus aurantiifolia","Citrus x aurantiifolia","Tropicos - Missouri Botanical Garden","0.988","Citrus","Rutaceae"
"276","Cochlospermum vitafolium","Cochlospermum vitifolium","Cochlospermum vitafolium","Tropicos - Missouri Botanical Garden","0.75","Cochlospermum","Cochlospermaceae"
"277","Cochlospermum vitifolium","Cochlospermum vitifolium","Cochlospermum vitifolium","Tropicos - Missouri Botanical Garden","0.988","Cochlospermum","Cochlospermaceae"
"278","Coffea arabica","Coffea arabica","Coffea arabica","The International Plant Names Index","0.988","Coffea","Rubiaceae"
"279","Coffea arabica","Coffea arabica","Coffea arabica","The International Plant Names Index","0.988","Coffea","Rubiaceae"
"280","Coffea arabica","Coffea arabica","Coffea arabica","The International Plant Names Index","0.988","Coffea","Rubiaceae"
"281","Coffea arabica","Coffea arabica","Coffea arabica","The International Plant Names Index","0.988","Coffea","Rubiaceae"
"282","Cojoba  arborea","Cojoba arborea","Cojoba  arborea","Tropicos - Missouri Botanical Garden","0.988","Cojoba","Fabaceae"
"283","Cojoba arborea","Cojoba arborea","Cojoba arborea","Tropicos - Missouri Botanical Garden","0.988","Cojoba","Fabaceae"
"284","Conostegia xalapensis","Conostegia xalapensis","Conostegia xalapensis","The International Plant Names Index","0.988","Conostegia","Melastomataceae"
"285","Conostegia xalapensis","Conostegia xalapensis","Conostegia xalapensis","The International Plant Names Index","0.988","Conostegia","Melastomataceae"
"286","Conostegia xalapensis","Conostegia xalapensis","Conostegia xalapensis","The International Plant Names Index","0.988","Conostegia","Melastomataceae"
"287","Conostegia xalapensis","Conostegia xalapensis","Conostegia xalapensis","The International Plant Names Index","0.988","Conostegia","Melastomataceae"
"288","Conostegia xalaprnsis","Conostegia xalapensis","Conostegia xalaprnsis","Tropicos - Missouri Botanical Garden","0.75","Conostegia","Melastomataceae"
"289","Crescentia alata","Crescentia alata","Crescentia alata","Tropicos - Missouri Botanical Garden","0.988","Crescentia","Bignoniaceae"
"290","Crescentia cujete","Crescentia cujete","Crescentia cujete","Tropicos - Missouri Botanical Garden","0.988","Crescentia","Bignoniaceae"
"291","D melonoxylon","Dalbergia melanoxylon",NA,NA,NA,"Dalbergia","Fabaceae"
"292","Diospyros blancoi","Diospyros blancoi","Diospyros blancoi","Tropicos - Missouri Botanical Garden","0.988","Diospyros","Ebenaceae"
"293","Diospyros pyrrhocarpa","Diospyros pyrrhocarpa","Diospyros pyrrhocarpa","Tropicos - Missouri Botanical Garden","0.988","Diospyros","Ebenaceae"
"294","Diphysa americana","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden","0.988","Diphysa","Fabaceae"
"295","Diphysa americana","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden","0.988","Diphysa","Fabaceae"
"296","Diphysa americana","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden","0.988","Diphysa","Fabaceae"
"297","Diphysa americana","Diphysa americana","Diphysa americana","Tropicos - Missouri Botanical Garden","0.988","Diphysa","Fabaceae"
"298","Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Dipterocarpus grandiflorus","Tropicos - Missouri Botanical Garden","0.988","Dipterocarpus","Dipterocarpaceae"
"299","Dracaena fragrans","Dracaena fragrans","Dracaena fragrans","The International Plant Names Index","0.988","Dracaena","Asparagaceae"
"300","Dysoxylum cumingianum","Dysoxylum cumingianum","Dysoxylum cumingianum","Tropicos - Missouri Botanical Garden","0.988","Dysoxylum","Meliaceae"
"301","Enterolabium cyclocarpum","Enterolobium cyclocarpum","Enterolabium cyclocarpum","Tropicos - Missouri Botanical Garden","0.75","Enterolobium","Fabaceae"
"302","Enterolabium cyclocarpum","Enterolobium cyclocarpum","Enterolabium cyclocarpum","Tropicos - Missouri Botanical Garden","0.75","Enterolobium","Fabaceae"
"303","Enterolabium cyclocarpum","Enterolobium cyclocarpum","Enterolabium cyclocarpum","Tropicos - Missouri Botanical Garden","0.75","Enterolobium","Fabaceae"
"304","Enterolabium cyclocarpum","Enterolobium cyclocarpum","Enterolabium cyclocarpum","Tropicos - Missouri Botanical Garden","0.75","Enterolobium","Fabaceae"
"305","Enterolobium ciclocarpum","Enterolobium cyclocarpum","Enterolobium ciclocarpum","Tropicos - Missouri Botanical Garden","0.75","Enterolobium","Fabaceae"
"306","Enterolobium cuclocarpum","Enterolobium cyclocarpum","Enterolobium cuclocarpum","Tropicos - Missouri Botanical Garden","0.75","Enterolobium","Fabaceae"
"307","Enterolobium cyclocarpum","Enterolobium cyclocarpum","Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden","0.988","Enterolobium","Fabaceae"
"308","Eriobptrya japonica","Eriobotrya japonica","Eriobptrya Japonica","Tropicos - Missouri Botanical Garden","0.75","Eriobotrya","Rosaceae"
"309","Eriobptrya Japonica","Eriobotrya japonica",NA,NA,NA,"Eriobotrya","Rosaceae"
"310","Eriobptrya Japonica","Eriobotrya japonica",NA,NA,NA,"Eriobotrya","Rosaceae"
"311","Eriobptrya Japonica","Eriobotrya japonica",NA,NA,NA,"Eriobotrya","Rosaceae"
"312","Eriobptrya Japonica","Eriobotrya japonica",NA,NA,NA,"Eriobotrya","Rosaceae"
"313","Erythrina coralloides","Erythrina coralloides","Erythrina coralloides","Tropicos - Missouri Botanical Garden","0.988","Erythrina","Fabaceae"
"314","Eucalyptus","Eucalyptus","Eucalyptus","The International Plant Names Index","0.75","Eucalyptus","Myrtaceae"
"315","Fedegoso","Senna macranthera",NA,NA,NA,"Senna","Fabaceae"
"316","Ficus nota","Ficus nota","Ficus nota","Tropicos - Missouri Botanical Garden","0.988","Ficus","Moraceae"
"317","Ficus petiolaris","Ficus petiolaris","Ficus petiolaris","The International Plant Names Index","0.988","Ficus","Moraceae"
"318","Ficus septica","Ficus septica","Ficus septica","The International Plant Names Index","0.988","Ficus","Moraceae"
"319","Garcinia forbesii","Garcinia forbesii","Garcinia forbesii","Tropicos - Missouri Botanical Garden","0.988","Garcinia","Clusiaceae"
"320","Gliricidia sepium","Gliricidia sepium","Gliricidia sepium","Tropicos - Missouri Botanical Garden","0.988","Gliricidia","Fabaceae"
"321","Goniocheton arborescens","Goniocheton arborescens","Goniocheton arborescens","Tropicos - Missouri Botanical Garden","0.988","Goniocheton","Meliaceae"
"322","Guazuma ulmifolia","Guazuma ulmifolia","Guazuma ulmifolia","The International Plant Names Index","0.988","Guazuma","Malvaceae"
"323","Heamatoxylum campechianum","Haematoxylum campechianum","Heamatoxylum campechianum","Tropicos - Missouri Botanical Garden","0.75","Haematoxylum","Fabaceae"
"324","Inga edulis","Inga edulis","Inga edulis","The International Plant Names Index","0.988","Inga","Fabaceae"
"325","Inga edulis","Inga edulis","Inga edulis","The International Plant Names Index","0.988","Inga","Fabaceae"
"326","Inga edulis","Inga edulis","Inga edulis","The International Plant Names Index","0.988","Inga","Fabaceae"
"327","Inga edulis","Inga edulis","Inga edulis","The International Plant Names Index","0.988","Inga","Fabaceae"
"328","Inga vera","Inga vera","Inga vera","The International Plant Names Index","0.988","Inga","Fabaceae"
"329","Inga vera","Inga vera","Inga vera","The International Plant Names Index","0.988","Inga","Fabaceae"
"330","Inga vera","Inga vera","Inga vera","The International Plant Names Index","0.988","Inga","Fabaceae"
"331","Inga vera","Inga vera","Inga vera","The International Plant Names Index","0.988","Inga","Fabaceae"
"332","Inga verá","Inga vera","Inga verá","The International Plant Names Index","0.988","Inga","Fabaceae"
"333","Inga verá","Inga vera","Inga verá","The International Plant Names Index","0.988","Inga","Fabaceae"
"334","Inga verá","Inga vera","Inga verá","The International Plant Names Index","0.988","Inga","Fabaceae"
"335","Inga verá","Inga vera","Inga verá","The International Plant Names Index","0.988","Inga","Fabaceae"
"336","Intsia bijuga","Intsia bijuga","Intsia bijuga","Tropicos - Missouri Botanical Garden","0.988","Intsia","Fabaceae"
"337","Ipê amarelo mirim","Tecoma stans",NA,NA,NA,"Tecoma","Bignoniaceae"
"338","Juglans  regia","Juglans regia","Juglans  regia","Tropicos - Missouri Botanical Garden","0.988","Juglans","Juglandaceae"
"339","Kokoona ochracea","Kokoona ochracea","Kokoona ochracea","Tropicos - Missouri Botanical Garden","0.988","Kokoona","Celastraceae"
"340","Larix decidua","Larix decidua","Larix decidua","The International Plant Names Index","0.988","Larix","Pinaceae"
